molecule,smiles,HOMO_eV,LUMO_eV,GAP_eV,Dipmom_Debye,Etot_eV,Etot_pos_eV,Etot_neg_eV,ZPE_eV,ZPE_pos_eV,ZPE_neg_eV,aEA_eV,aIP_eV,D4_disp_corr_eV,n_rings,Erel_eV,NFOD,HOMO_eV_corrected,LUMO_eV_corrected,GAP_eV_corrected,aIP_eV_corrected,aEA_eV_corrected
hc_c44h24_0pent_5208,c1ccc2c(c1)ccc1cc3cc4c(ccc5cc6c(cc54)c4cc5ccccc5c5ccc7cccc6c7c54)cc3cc12,-9.663,-7.819,1.844,0.048,-2899.241,-2888.193,-2905.676,14.064,14.029,13.979,-6.435,11.047,-2.719,11,0.202,1.004,-6.477,-1.319,5.148,6.35,-1.4
hc_c44h24_0pent_5232,c1ccc2cc3c(ccc4c5cc6ccc7cc8c(cc7c6cc5ccc34)c3cccc4ccc5cccc8c5c43)cc2c1,-9.714,-7.751,1.963,0.058,-2899.283,-2888.211,-2905.677,14.067,14.027,13.976,-6.394,11.073,-2.71,11,0.16,0.959,-6.556,-1.231,5.317,6.387,-1.35
hc_c44h24_0pent_5233,c1ccc2c(c1)ccc1c2ccc2c3cc4ccc5cc6c(cc5c4cc3ccc21)c1cccc2ccc3cccc6c3c21,-9.823,-7.604,2.219,0.081,-2899.399,-2888.219,-2905.65,14.076,14.027,13.978,-6.251,11.18,-2.723,11,0.044,0.843,-6.726,-1.042,5.681,6.541,-1.176
hc_c44h24_0pent_5240,c1ccc2cc3c(ccc4cc5c(ccc6cc7c(cc65)c5cccc6ccc8c9ccccc9cc7c8c65)cc43)cc2c1,-9.785,-7.648,2.137,0.055,-2899.3,-2888.189,-2905.638,14.066,14.021,13.966,-6.337,11.111,-2.719,11,0.143,0.939,-6.667,-1.099,5.565,6.442,-1.281
hc_c44h24_0pent_5245,c1ccc2c(c1)ccc1cc3c(ccc4cc5c(ccc6cc7c(cc65)c5cccc6ccc8cccc7c8c65)cc43)cc12,-9.834,-7.591,2.243,0.07,-2899.434,-2888.261,-2905.696,14.073,14.026,13.974,-6.262,11.174,-2.71,11,0.009,0.86,-6.743,-1.025,5.715,6.533,-1.189
hc_c44h24_0pent_5246,c1ccc2cc3cc4c(ccc5cc6c(ccc7cc8c(cc76)c6cccc7ccc9cccc8c9c76)cc54)cc3cc2c1,-9.64,-7.852,1.788,0.064,-2899.185,-2888.146,-2905.618,14.059,14.015,13.959,-6.433,11.039,-2.695,11,0.258,1.067,-6.441,-1.361,5.068,6.338,-1.397
hc_c44h24_0pent_5247,c1ccc2c(c1)ccc1cc3ccc4cc5c(ccc6cc7c(cc65)c5cccc6ccc8cccc7c8c65)cc4c3cc12,-9.861,-7.567,2.294,0.058,-2899.426,-2888.215,-2905.647,14.072,14.011,13.948,-6.221,11.211,-2.714,11,0.017,0.858,-6.785,-0.995,5.788,6.586,-1.14
hc_c44h24_0pent_5271,c1ccc2cc3c(cc2c1)c1cc2c(ccc4ccccc42)cc1c1cc2c(cc31)c1cccc3ccc4cccc2c4c31,-9.879,-7.548,2.331,0.04,-2899.397,-2888.132,-2905.563,14.075,14.017,13.95,-6.166,11.265,-2.761,11,0.046,0.817,-6.813,-0.97,5.84,6.664,-1.073
hc_c44h24_0pent_5299,c1ccc2c(c1)ccc1c3cc4c(ccc5cc6c(cc54)c4cccc5ccc7c8ccccc8cc6c7c54)cc3ccc21,-9.757,-7.689,2.068,0.034,-2899.336,-2888.207,-2905.665,14.071,14.03,13.979,-6.329,11.129,-2.742,11,0.107,0.892,-6.623,-1.151,5.467,6.468,-1.271
hc_c44h24_0pent_5303,c1ccc2c(c1)ccc1cc3c(ccc4cc5c(cc43)c3cccc4ccc6c7ccc8ccccc8c7cc5c6c43)cc12,-9.782,-7.647,2.134,0.055,-2899.395,-2888.23,-2905.672,14.07,14.028,13.975,-6.276,11.166,-2.744,11,0.048,0.861,-6.662,-1.097,5.56,6.521,-1.206
hc_c44h24_0pent_5307,c1ccc2c(c1)ccc1c3cc4ccc5cc6c(cc5c4cc3ccc21)c1cccc2ccc3c4ccccc4cc6c3c21,-9.751,-7.689,2.062,0.048,-2899.346,-2888.237,-2905.689,14.072,14.032,13.981,-6.343,11.109,-2.733,11,0.097,0.894,-6.614,-1.151,5.458,6.439,-1.288
hc_c44h24_0pent_5312,c1ccc2c(c1)ccc1cc3c4ccccc4c4cc5c(cc4c3cc12)c1cccc2ccc3c4ccccc4cc5c3c21,-9.791,-7.649,2.142,0.032,-2899.391,-2888.182,-2905.622,14.078,14.037,13.981,-6.23,11.21,-2.78,11,0.052,0.813,-6.676,-1.1,5.572,6.585,-1.151
hc_c44h24_0pent_5321,c1ccc2c(c1)ccc1cc3ccc4cc5c(cc4c3cc12)c1cccc2ccc3c4ccc6ccccc6c4cc5c3c21,-9.783,-7.651,2.131,0.036,-2899.387,-2888.209,-2905.658,14.072,14.028,13.975,-6.271,11.178,-2.751,11,0.056,0.859,-6.663,-1.103,5.556,6.538,-1.2
hc_c44h24_0pent_5386,c1ccc2cc3c(ccc4cc5c(cc43)c3cc4c6ccc7ccccc7c6ccc4c4ccc6cccc5c6c43)cc2c1,-9.728,-7.718,2.009,0.05,-2899.303,-2888.183,-2905.645,14.071,14.035,13.982,-6.342,11.12,-2.754,11,0.14,0.91,-6.578,-1.189,5.383,6.455,-1.287
hc_c44h24_0pent_5389,c1ccc2c(c1)ccc1c3cc4c(ccc5cc6c(cc54)c4cc5ccccc5c5ccc7cccc6c7c54)cc3ccc21,-9.76,-7.691,2.069,0.05,-2899.339,-2888.193,-2905.657,14.071,14.03,13.979,-6.318,11.146,-2.746,11,0.104,0.892,-6.628,-1.154,5.468,6.492,-1.258
hc_c44h24_0pent_5395,c1ccc2c(c1)ccc1cc3c(ccc4cc5c(cc43)c3cc4c6ccccc6ccc4c4ccc6cccc5c6c43)cc12,-9.771,-7.664,2.107,0.052,-2899.399,-2888.233,-2905.684,14.073,14.035,13.983,-6.284,11.167,-2.752,11,0.044,0.861,-6.645,-1.119,5.522,6.523,-1.216
hc_c44h24_0pent_5466,c1ccc2c(c1)ccc1cc3ccc4c(ccc5c6cc7c(cc6ccc54)c4cccc5ccc6cccc7c6c54)c3cc12,-9.86,-7.559,2.301,0.05,-2899.375,-2888.165,-2905.593,14.075,14.014,13.957,-6.218,11.21,-2.728,11,0.068,0.85,-6.783,-0.984,5.798,6.585,-1.136
hc_c44h24_0pent_5467,c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c(cc6ccc45)c4cccc5ccc6cccc7c6c54)cc3cc2c1,-9.601,-7.894,1.707,0.04,-2899.116,-2888.095,-2905.571,14.06,14.02,13.969,-6.455,11.021,-2.708,11,0.327,1.084,-6.38,-1.415,4.953,6.312,-1.424
hc_c44h24_0pent_5468,c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6c(cc5ccc34)c3cccc4ccc5cccc6c5c43)cc12,-9.839,-7.577,2.262,0.07,-2899.387,-2888.205,-2905.633,14.075,14.024,13.974,-6.246,11.182,-2.723,11,0.056,0.851,-6.751,-1.007,5.742,6.544,-1.17
hc_c44h24_0pent_5472,c1ccc2cc3c(ccc4c3ccc3c5cc6c(cc5ccc34)c3cc4ccccc4c4ccc5cccc6c5c43)cc2c1,-9.771,-7.664,2.107,0.039,-2899.244,-2888.147,-2905.598,14.068,14.025,13.975,-6.354,11.096,-2.732,11,0.199,0.939,-6.645,-1.119,5.522,6.42,-1.301
hc_c44h24_0pent_5483,c1ccc2c(c1)ccc1c2ccc2c1ccc1c3ccc4cc5c(cc4c3ccc12)c1cccc2ccc3cccc5c3c21,-9.87,-7.53,2.34,0.079,-2899.385,-2888.174,-2905.585,14.08,14.023,13.975,-6.2,11.211,-2.737,11,0.058,0.812,-6.799,-0.947,5.853,6.586,-1.114
hc_c44h24_0pent_5484,c1ccc2cc3c(ccc4c3ccc3c5ccc6cc7c(cc6c5ccc43)c3cccc4ccc5cccc7c5c43)cc2c1,-9.775,-7.667,2.108,0.071,-2899.283,-2888.156,-2905.596,14.071,14.019,13.964,-6.313,11.127,-2.723,11,0.16,0.909,-6.651,-1.123,5.523,6.465,-1.251
hc_c44h24_0pent_5520,c1ccc2c(c1)ccc1cc3c(ccc4c5cc6c(cc5ccc34)c3cc4ccccc4c4ccc5cccc6c5c43)cc12,-9.802,-7.635,2.167,0.049,-2899.331,-2888.194,-2905.633,14.071,14.023,13.969,-6.302,11.137,-2.732,11,0.112,0.904,-6.693,-1.082,5.607,6.479,-1.238
hc_c44h24_0pent_5521,c1ccc2c(c1)ccc1cc3ccc4c5cc6c(cc5ccc4c3cc12)c1cc2ccccc2c2ccc3cccc6c3c21,-9.816,-7.625,2.191,0.051,-2899.318,-2888.166,-2905.607,14.07,14.018,13.961,-6.289,11.153,-2.736,11,0.125,0.903,-6.715,-1.069,5.641,6.502,-1.222
hc_c44h24_0pent_5523,c1ccc2cc3c(ccc4c5cc6c(cc5ccc34)c3cc4c5ccccc5ccc4c4ccc5cccc6c5c43)cc2c1,-9.76,-7.705,2.055,0.06,-2899.25,-2888.14,-2905.595,14.067,14.022,13.968,-6.345,11.11,-2.743,11,0.193,0.949,-6.628,-1.172,5.448,6.44,-1.29
hc_c44h24_0pent_5542,c1ccc2cc3c(ccc4c5cc6c(cc5ccc34)c3cc4ccccc4c4ccc5c7ccccc7cc6c5c43)cc2c1,-9.769,-7.686,2.083,0.022,-2899.217,-2888.114,-2905.562,14.068,14.022,13.967,-6.345,11.103,-2.745,11,0.226,0.97,-6.642,-1.148,5.488,6.43,-1.29
hc_c44h24_0pent_5551,c1ccc2cc3c(ccc4cc5c(ccc6c7cc8c(cc7ccc56)c5cccc6ccc7cccc8c7c65)cc43)cc2c1,-9.804,-7.632,2.171,0.062,-2899.307,-2888.157,-2905.595,14.068,14.014,13.959,-6.288,11.15,-2.71,11,0.136,0.927,-6.696,-1.078,5.613,6.498,-1.221
hc_c44h24_0pent_5552,c1ccc2c(c1)ccc1c3cc4ccc5c6cc7c(cc6ccc5c4cc3ccc21)c1cccc2ccc3cccc7c3c21,-9.744,-7.708,2.036,0.081,-2899.343,-2888.211,-2905.655,14.074,14.022,13.968,-6.312,11.133,-2.723,11,0.1,0.894,-6.603,-1.176,5.421,6.474,-1.25
hc_c44h24_0pent_5560,c1ccc2cc3cc4c(ccc5c6cc7c(cc6ccc45)c4cc5ccccc5c5ccc6cccc7c6c54)cc3cc2c1,-9.566,-7.939,1.628,0.055,-2899.052,-2888.075,-2905.56,14.055,14.017,13.966,-6.509,10.976,-2.717,11,0.391,1.149,-6.326,-1.473,4.841,6.247,-1.49
hc_c44h24_0pent_5565,c1ccc2c(c1)ccc1cc3cc4c(ccc5c6cc7c(cc6ccc45)c4cccc5ccc6cccc7c6c54)cc3cc12,-9.619,-7.87,1.749,0.067,-2899.221,-2888.172,-2905.645,14.064,14.02,13.966,-6.424,11.05,-2.707,11,0.222,1.023,-6.408,-1.384,5.013,6.354,-1.386
hc_c44h24_0pent_5567,c1ccc2c(c1)ccc1cc3cc4ccc5c6cc7c(cc6ccc5c4cc3cc12)c1cccc2ccc3cccc7c3c21,-9.622,-7.869,1.753,0.073,-2899.219,-2888.165,-2905.64,14.065,14.02,13.965,-6.421,11.054,-2.707,11,0.224,1.022,-6.413,-1.383,5.019,6.36,-1.383
hc_c44h24_0pent_5572,c1ccc2c(c1)ccc1c3cc4c(ccc5c6cc7c(cc6ccc45)c4cccc5ccc6cccc7c6c54)cc3ccc21,-9.751,-7.704,2.047,0.076,-2899.327,-2888.183,-2905.63,14.072,14.019,13.964,-6.303,11.145,-2.728,11,0.116,0.893,-6.614,-1.171,5.437,6.491,-1.239
hc_c44h24_0pent_5573,c1ccc2cc3c(ccc4cc5ccc6c7cc8c(cc7ccc6c5cc43)c3cccc4ccc5cccc8c5c43)cc2c1,-9.828,-7.613,2.215,0.056,-2899.295,-2888.119,-2905.558,14.067,14.006,13.94,-6.263,11.176,-2.715,11,0.148,0.926,-6.733,-1.054,5.676,6.536,-1.191
hc_c44h24_0pent_5861,c1ccc2cc3cc4c(cc3cc2c1)c1cccc2ccc3c5ccc6cc7c(ccc8ccccc87)cc6c5cc4c3c21,-9.68,-7.813,1.867,0.043,-2899.162,-2888.085,-2905.563,14.06,14.02,13.967,-6.401,11.077,-2.727,11,0.281,1.05,-6.503,-1.311,5.181,6.393,-1.358
hc_c44h24_0pent_5863,c1ccc2cc3cc4c(cc3cc2c1)c1cccc2ccc3c5ccc6cc7ccc8ccccc8c7cc6c5cc4c3c21,-9.688,-7.814,1.874,0.021,-2899.153,-2888.041,-2905.524,14.059,14.016,13.959,-6.371,11.112,-2.738,11,0.29,1.049,-6.516,-1.312,5.191,6.443,-1.322
hc_c44h24_0pent_5874,c1ccc2c(c1)ccc1c2ccc2c3cc4cc5c(cc4cc3ccc21)c1cccc2ccc3c4ccccc4cc5c3c21,-9.729,-7.736,1.993,0.055,-2899.22,-2888.085,-2905.53,14.069,14.018,13.964,-6.31,11.135,-2.725,11,0.223,0.964,-6.579,-1.212,5.36,6.476,-1.248
hc_c44h24_0pent_5904,c1ccc2c(c1)ccc1c2ccc2c3cc4cc5c(cc4cc3ccc21)c1cc2ccccc2c2ccc3cccc5c3c21,-9.728,-7.735,1.993,0.035,-2899.22,-2888.09,-2905.533,14.069,14.018,13.964,-6.313,11.13,-2.725,11,0.223,0.963,-6.578,-1.211,5.36,6.469,-1.251
hc_c44h24_0pent_6057,c1ccc2cc3c(ccc4cc5ccc6cc7cc8c(cc7cc6c5cc43)c3cccc4ccc5cccc8c5c43)cc2c1,-9.738,-7.742,1.996,0.035,-2899.229,-2888.095,-2905.569,14.061,14.009,13.948,-6.34,11.134,-2.697,11,0.214,1.001,-6.593,-1.22,5.364,6.475,-1.284
hc_c44h24_0pent_6058,c1ccc2c(c1)ccc1c3cc4c(ccc5cc6cc7c(cc6cc54)c4cccc5ccc6cccc7c6c54)cc3ccc21,-9.786,-7.678,2.108,0.062,-2899.276,-2888.1,-2905.545,14.067,14.005,13.939,-6.269,11.176,-2.709,11,0.167,0.947,-6.668,-1.137,5.523,6.536,-1.198
hc_c44h24_0pent_6061,c1ccc2c(c1)ccc1cc3cc4ccc5cc6cc7c(cc6cc5c4cc3cc12)c1cccc2ccc3cccc7c3c21,-9.73,-7.736,1.993,0.046,-2899.189,-2888.084,-2905.546,14.06,14.006,13.941,-6.356,11.105,-2.688,11,0.254,1.044,-6.581,-1.212,5.36,6.433,-1.304
hc_c44h24_0pent_6063,c1ccc2c(c1)ccc1cc3cc4c(ccc5cc6cc7c(cc6cc54)c4cccc5ccc6cccc7c6c54)cc3cc12,-9.715,-7.747,1.968,0.058,-2899.19,-2888.103,-2905.562,14.06,14.011,13.952,-6.372,11.087,-2.687,11,0.253,1.044,-6.558,-1.226,5.324,6.407,-1.323
hc_c44h24_0pent_6073,c1ccc2c(c1)ccc1c3cc4ccc5cc6cc7c(cc6cc5c4cc3ccc21)c1cccc2ccc3cccc7c3c21,-9.763,-7.688,2.075,0.069,-2899.287,-2888.147,-2905.589,14.068,14.015,13.96,-6.302,11.14,-2.703,11,0.156,0.948,-6.632,-1.15,5.476,6.484,-1.238
hc_c44h24_0pent_6074,c1ccc2cc3c(ccc4cc5c(ccc6cc7cc8c(cc7cc65)c5cccc6ccc7cccc8c7c65)cc43)cc2c1,-9.719,-7.747,1.971,0.059,-2899.236,-2888.148,-2905.61,14.061,14.014,13.956,-6.374,11.089,-2.689,11,0.207,1.002,-6.564,-1.226,5.329,6.41,-1.326
hc_c44h24_0pent_6088,c1ccc2c(c1)ccc1cc3ccc4cc5cc6c(cc5cc4c3cc12)c1cccc2ccc3c4ccccc4cc6c3c21,-9.791,-7.672,2.118,0.014,-2899.263,-2888.096,-2905.54,14.066,14.005,13.937,-6.277,11.167,-2.717,11,0.18,0.96,-6.676,-1.13,5.538,6.523,-1.208
hc_c44h24_0pent_6089,c1ccc2c(c1)ccc1cc3c(ccc4cc5cc6c(cc5cc43)c3cccc4ccc5c7ccccc7cc6c5c43)cc12,-9.771,-7.682,2.089,0.03,-2899.272,-2888.141,-2905.584,14.066,14.018,13.963,-6.312,11.13,-2.712,11,0.171,0.962,-6.645,-1.142,5.496,6.469,-1.25
hc_c44h24_0pent_6105,c1ccc2c(c1)ccc1cc3c(ccc4cc5cc6c(cc5cc43)c3cc4ccccc4c4ccc5cccc6c5c43)cc12,-9.772,-7.682,2.09,0.048,-2899.272,-2888.135,-2905.579,14.066,14.018,13.962,-6.308,11.137,-2.712,11,0.171,0.962,-6.646,-1.142,5.498,6.479,-1.245
hc_c44h24_0pent_6122,c1ccc2cc3c(ccc4c3ccc3c5cc6cc7c(cc6cc5ccc34)c3cccc4ccc5cccc7c5c43)cc2c1,-9.723,-7.743,1.98,0.057,-2899.164,-2888.064,-2905.518,14.063,14.007,13.949,-6.354,11.1,-2.703,11,0.279,1.021,-6.57,-1.221,5.341,6.426,-1.301
hc_c44h24_0pent_6123,c1ccc2c(c1)ccc1c2ccc2c3ccc4cc5cc6c(cc5cc4c3ccc12)c1cccc2ccc3cccc6c3c21,-9.695,-7.772,1.923,0.074,-2899.256,-2888.135,-2905.586,14.071,14.02,13.967,-6.33,11.121,-2.716,11,0.187,0.94,-6.527,-1.258,5.26,6.456,-1.272
hc_c44h24_0pent_6131,c1ccc2cc3c(ccc4c5cc6cc7c(cc6cc5ccc34)c3cc4ccccc4c4ccc5cccc7c5c43)cc2c1,-9.626,-7.863,1.763,0.032,-2899.097,-2888.076,-2905.552,14.059,14.017,13.964,-6.456,11.02,-2.712,11,0.346,1.09,-6.419,-1.375,5.033,6.311,-1.425
hc_c44h24_0pent_6136,c1ccc2c(c1)ccc1cc3c(ccc4c5cc6cc7c(cc6cc5ccc34)c3cccc4ccc5cccc7c5c43)cc12,-9.643,-7.839,1.804,0.06,-2899.24,-2888.171,-2905.643,14.066,14.02,13.967,-6.403,11.069,-2.702,11,0.203,1.003,-6.446,-1.344,5.091,6.381,-1.361
hc_c44h24_0pent_6137,c1ccc2cc3cc4c(ccc5c6cc7cc8c(cc7cc6ccc45)c4cccc5ccc6cccc8c6c54)cc3cc2c1,-9.499,-8.014,1.485,0.043,-2898.956,-2888.045,-2905.554,14.049,14.015,13.965,-6.598,10.911,-2.687,11,0.487,1.256,-6.222,-1.57,4.638,6.153,-1.598
hc_c44h24_0pent_6138,c1ccc2c(c1)ccc1cc3ccc4c5cc6cc7c(cc6cc5ccc4c3cc12)c1cccc2ccc3cccc7c3c21,-9.645,-7.841,1.805,0.049,-2899.227,-2888.15,-2905.626,14.065,14.018,13.965,-6.399,11.078,-2.706,11,0.216,1.002,-6.449,-1.347,5.093,6.394,-1.356
hc_c44h24_0pent_6202,c1ccc2cc3c(cc2c1)cc1c2cc4cc5cc6ccc7ccccc7c6cc5cc4cc2c2cccc4ccc3c1c42,-9.557,-7.953,1.604,0.014,-2898.967,-2888.015,-2905.514,14.048,14.012,13.959,-6.547,10.952,-2.698,11,0.476,1.252,-6.312,-1.491,4.807,6.213,-1.536
hc_c44h24_0pent_6219,c1ccc2c(c1)ccc1cc3cc4cc5c(cc4cc3cc12)c1cccc2ccc3c4ccc6ccccc6c4cc5c3c21,-9.547,-7.967,1.58,0.022,-2899.094,-2888.073,-2905.567,14.058,14.017,13.966,-6.473,11.021,-2.719,11,0.349,1.13,-6.296,-1.509,4.773,6.312,-1.446
hc_c44h24_0pent_6221,c1ccc2c(c1)ccc1c3cc4cc5cc6c(cc5cc4cc3ccc21)c1cc2ccccc2c2ccc3cccc6c3c21,-9.507,-8.006,1.501,0.029,-2899.029,-2888.052,-2905.548,14.055,14.017,13.966,-6.519,10.976,-2.708,11,0.414,1.182,-6.234,-1.559,4.66,6.247,-1.502
hc_c44h24_0pent_6226,c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1cc2ccccc2c2ccc3c4ccc6ccccc6c4cc5c3c21,-9.492,-8.029,1.464,0.054,-2898.95,-2887.975,-2905.47,14.053,14.016,13.964,-6.519,10.976,-2.731,11,0.493,1.246,-6.211,-1.589,4.608,6.247,-1.502
hc_c44h24_0pent_6250,c1ccc2c(c1)ccc1cc3ccc4cc5cc6cc7c(cc6cc5cc4c3cc12)c1cccc2ccc3cccc7c3c21,-9.557,-7.96,1.596,0.051,-2899.132,-2888.079,-2905.58,14.057,14.008,13.955,-6.448,11.053,-2.69,11,0.311,1.118,-6.312,-1.5,4.796,6.358,-1.416
hc_c44h24_0pent_6251,c1ccc2cc3cc4c(ccc5cc6cc7cc8c(cc7cc6cc54)c4cccc5ccc6cccc8c6c54)cc3cc2c1,-9.581,-7.928,1.653,0.052,-2898.91,-2887.942,-2905.441,14.044,13.999,13.942,-6.531,10.969,-2.67,11,0.533,1.297,-6.349,-1.459,4.877,6.237,-1.516
hc_c44h24_0pent_6252,c1ccc2c(c1)ccc1cc3c(ccc4cc5cc6cc7c(cc6cc5cc43)c3cccc4ccc5cccc7c5c43)cc12,-9.552,-7.959,1.593,0.066,-2899.141,-2888.117,-2905.609,14.058,14.016,13.965,-6.469,11.024,-2.685,11,0.302,1.12,-6.304,-1.499,4.791,6.316,-1.441
hc_c44h24_0pent_6262,c1ccc2c(c1)ccc1c2ccc2c3cc4cc5cc6c(cc5cc4cc3ccc21)c1cccc2ccc3cccc6c3c21,-9.511,-8.001,1.511,0.074,-2899.079,-2888.075,-2905.573,14.059,14.018,13.971,-6.494,11.003,-2.698,11,0.364,1.137,-6.24,-1.553,4.675,6.286,-1.472
hc_c44h24_0pent_6263,c1ccc2cc3c(ccc4c5cc6cc7cc8c(cc7cc6cc5ccc34)c3cccc4ccc5cccc8c5c43)cc2c1,-9.46,-8.062,1.398,0.053,-2898.95,-2888.054,-2905.572,14.049,14.018,13.971,-6.623,10.896,-2.685,11,0.493,1.273,-6.161,-1.631,4.514,6.132,-1.628
hc_c44h24_0pent_9253,c1ccc2c(c1)ccc1cc3ccc4cc5ccc6cc7cc8ccc9cccc%10ccc(c7cc6c5cc4c3cc12)c8c9%10,-9.646,-7.855,1.791,0.019,-2899.291,-2888.204,-2905.701,14.062,14.022,13.967,-6.41,11.086,-2.722,11,0.152,1.034,-6.45,-1.365,5.073,6.406,-1.369
hc_c44h24_0pent_9254,c1ccc2cc3cc4c(ccc5cc6ccc7cc8cc9ccc%10cccc%11ccc(c8cc7c6cc54)c9c%10%11)cc3cc2c1,-9.578,-7.931,1.647,0.014,-2899.04,-2888.119,-2905.64,14.048,14.022,13.971,-6.6,10.921,-2.688,11,0.403,1.245,-6.345,-1.463,4.868,6.168,-1.6
hc_c44h24_0pent_9255,c1ccc2c(c1)ccc1cc3c(ccc4cc5ccc6cc7cc8ccc9cccc%10ccc(c7cc6c5cc43)c8c9%10)cc12,-9.641,-7.851,1.79,0.046,-2899.29,-2888.237,-2905.727,14.063,14.028,13.977,-6.437,11.053,-2.702,11,0.153,1.035,-6.443,-1.36,5.071,6.358,-1.402
hc_c44h24_0pent_9259,c1ccc2cc3c(ccc4cc5ccc6cc7cc8ccc9c%10ccccc%10cc%10ccc(c7cc6c5cc43)c8c%109)cc2c1,-9.501,-8.007,1.493,0.028,-2899.089,-2888.164,-2905.673,14.053,14.026,13.976,-6.584,10.925,-2.705,11,0.354,1.204,-6.225,-1.561,4.649,6.174,-1.581
hc_c44h24_0pent_9260,c1ccc2cc3c(ccc4cc5ccc6cc7cc8ccc9cc%10ccccc%10c%10ccc(c7cc6c5cc43)c8c9%10)cc2c1,-9.617,-7.864,1.753,0.049,-2899.189,-2888.182,-2905.673,14.058,14.028,13.977,-6.484,11.008,-2.706,11,0.254,1.09,-6.405,-1.377,5.019,6.293,-1.459
hc_c44h24_0pent_9264,c1ccc2c(c1)ccc1c3cc4c(ccc5cc6cc7ccc8c9ccccc9cc9ccc(c6cc54)c7c98)cc3ccc21,-9.512,-7.99,1.521,0.033,-2899.134,-2888.164,-2905.657,14.059,14.023,13.974,-6.523,10.97,-2.716,11,0.309,1.15,-6.242,-1.539,4.689,6.239,-1.507
hc_c44h24_0pent_9265,c1ccc2c(c1)ccc1c3cc4c(ccc5cc6cc7ccc8cc9ccccc9c9ccc(c6cc54)c7c89)cc3ccc21,-9.63,-7.844,1.786,0.066,-2899.233,-2888.191,-2905.669,14.064,14.027,13.979,-6.436,11.042,-2.717,11,0.21,1.039,-6.425,-1.351,5.066,6.342,-1.401
hc_c44h24_0pent_9268,c1ccc2c(c1)ccc1c2ccc2c3cc4c(ccc5cc6cc7ccc8cccc9ccc(c6cc54)c7c89)cc3ccc21,-9.652,-7.835,1.817,0.051,-2899.252,-2888.18,-2905.657,14.066,14.025,13.978,-6.404,11.072,-2.714,11,0.191,1.015,-6.46,-1.339,5.11,6.386,-1.362
hc_c44h24_0pent_9269,c1ccc2cc3c(ccc4c5cc6c(ccc7cc8cc9ccc%10cccc%11ccc(c8cc76)c9c%10%11)cc5ccc34)cc2c1,-9.656,-7.832,1.824,0.047,-2899.137,-2888.147,-2905.641,14.056,14.019,13.966,-6.503,10.991,-2.7,11,0.306,1.128,-6.466,-1.335,5.12,6.269,-1.482
hc_c44h24_0pent_9275,c1ccc2cc3c(ccc4cc5cc6ccc7cc8cc9ccc%10cccc%11ccc(c8cc7c6cc5cc43)c9c%10%11)cc2c1,-9.653,-7.836,1.818,0.034,-2899.098,-2888.091,-2905.584,14.052,14.013,13.961,-6.486,11.007,-2.677,11,0.345,1.171,-6.461,-1.341,5.111,6.292,-1.462
hc_c44h24_0pent_9276,c1ccc2c(c1)ccc1c3cc4cc5c(ccc6cc7cc8ccc9cccc%10ccc(c7cc65)c8c9%10)cc4cc3ccc21,-9.639,-7.854,1.784,0.047,-2899.116,-2888.138,-2905.635,14.057,14.02,13.969,-6.519,10.978,-2.689,11,0.327,1.159,-6.439,-1.364,5.063,6.25,-1.502
hc_c44h24_0pent_9288,c1ccc2c(c1)ccc1c3cc4cc5ccc6cc7cc8ccc9cccc%10ccc(c7cc6c5cc4cc3ccc21)c8c9%10,-9.648,-7.845,1.803,0.048,-2899.117,-2888.144,-2905.635,14.057,14.018,13.966,-6.519,10.973,-2.688,11,0.326,1.16,-6.453,-1.352,5.09,6.243,-1.502
hc_c44h24_0pent_9289,c1ccc2cc3c(ccc4cc5cc6c(ccc7cc8cc9ccc%10cccc%11ccc(c8cc76)c9c%10%11)cc5cc43)cc2c1,-9.661,-7.824,1.837,0.042,-2899.098,-2888.1,-2905.58,14.051,14.009,13.948,-6.483,10.997,-2.674,11,0.345,1.172,-6.474,-1.325,5.138,6.277,-1.458
hc_c44h24_0pent_9303,c1ccc2c(c1)ccc1cc3cc4ccc5cc6cc7c8ccccc8c8cccc9ccc(c6cc5c4cc3cc12)c7c98,-9.709,-7.762,1.947,0.022,-2899.201,-2888.135,-2905.61,14.063,14.02,13.967,-6.409,11.066,-2.713,11,0.242,1.032,-6.548,-1.245,5.295,6.377,-1.368
hc_c44h24_0pent_9307,c1ccc2cc3cc4c(ccc5cc6cc7ccc8c9ccc%10ccccc%10c9cc9ccc(c6cc54)c7c98)cc3cc2c1,-9.542,-7.953,1.589,0.059,-2898.984,-2888.082,-2905.587,14.049,14.018,13.968,-6.602,10.902,-2.695,11,0.459,1.279,-6.289,-1.491,4.786,6.141,-1.603
hc_c44h24_0pent_9309,c1ccc2c(c1)ccc1cc3cc4ccc5cc6cc7ccc8c9ccccc9cc9ccc(c6cc5c4cc3cc12)c7c98,-9.519,-7.983,1.536,0.049,-2899.047,-2888.122,-2905.624,14.053,14.019,13.968,-6.577,10.925,-2.693,11,0.396,1.246,-6.253,-1.53,4.71,6.174,-1.572
